Match,Team_Innings,Batting_Pos,Batsman,Dismissal,Runs,Balls,4s,6s,SR
Lucknow Super Giants vs Punjab Kings,Punjab Kings,9,Rahul Chahar,c Hooda b Yash Thakur,0,1,0,0,0.00
Lucknow Super Giants vs Punjab Kings,Punjab Kings,10,Kagiso Rabada,b Naveen-ul-Haq,0,1,0,0,0.00
Lucknow Super Giants vs Punjab Kings,Punjab Kings,11,Arshdeep Singh,not out,2,2,0,0,100.00
Kolkata Knight Riders vs Gujarat Titans,Kolkata Knight Riders,1,Narayan Jagadeesan †,lbw b Mohammed Shami,19,15,4,0,126.66
Kolkata Knight Riders vs Gujarat Titans,Kolkata Knight Riders,2,Rahmanullah Gurbaz,c Rashid Khan b Noor Ahmad,81,39,5,7,207.69
Kolkata Knight Riders vs Gujarat Titans,Kolkata Knight Riders,3,Shardul Thakur,c Sharma b Mohammed Shami,0,4,0,0,0.00
Kolkata Knight Riders vs Gujarat Titans,Kolkata Knight Riders,4,Venkatesh Iyer,lbw b Little,11,14,0,0,78.57
Kolkata Knight Riders vs Gujarat Titans,Kolkata Knight Riders,5,Nitish Rana (c),c Tewatia b Little,4,3,1,0,133.33
Kolkata Knight Riders vs Gujarat Titans,Kolkata Knight Riders,6,Rinku Singh,c Little b Noor Ahmad,19,20,0,1,95.00
Kolkata Knight Riders vs Gujarat Titans,Kolkata Knight Riders,7,Andre Russell,c Tewatia b Mohammed Shami,34,19,2,3,178.94
Kolkata Knight Riders vs Gujarat Titans,Kolkata Knight Riders,8,David Wiese,not out,8,6,0,1,133.33
Kolkata Knight Riders vs Gujarat Titans,Gujarat Titans,1,Wriddhiman Saha †,c Harshit Rana b Russell,10,10,1,0,100.00
Kolkata Knight Riders vs Gujarat Titans,Gujarat Titans,2,Shubman Gill,c Russell b Narine,49,35,8,0,140.00
Kolkata Knight Riders vs Gujarat Titans,Gujarat Titans,3,Hardik Pandya (c),lbw b Harshit Rana,26,20,2,1,130.00
Kolkata Knight Riders vs Gujarat Titans,Gujarat Titans,4,Vijay Shankar,not out,51,24,2,5,212.50
Kolkata Knight Riders vs Gujarat Titans,Gujarat Titans,5,David Miller,not out,32,18,2,2,177.77
Sunrisers Hyderabad vs Delhi Capitals,Sunrisers Hyderabad,1,Abhishek Sharma,c Warner b AR Patel,67,36,12,1,186.11
Sunrisers Hyderabad vs Delhi Capitals,Sunrisers Hyderabad,2,Mayank Agarwal,c †Salt b Sharma,5,6,1,0,83.33
Sunrisers Hyderabad vs Delhi Capitals,Sunrisers Hyderabad,3,Rahul Tripathi,c Pandey b Marsh,10,6,0,1,166.66
Sunrisers Hyderabad vs Delhi Capitals,Sunrisers Hyderabad,4,Aiden Markram (c),c AR Patel b Marsh,8,13,0,0,61.53
Sunrisers Hyderabad vs Delhi Capitals,Sunrisers Hyderabad,5,Harry Brook,c AR Patel b Marsh,0,2,0,0,0.00
Sunrisers Hyderabad vs Delhi Capitals,Sunrisers Hyderabad,6,Heinrich Klaasen †,not out,53,27,2,4,196.29
Sunrisers Hyderabad vs Delhi Capitals,Sunrisers Hyderabad,7,Abdul Samad,c †Salt b Marsh,28,21,1,2,133.33
Sunrisers Hyderabad vs Delhi Capitals,Sunrisers Hyderabad,8,Akeal Hosein,not out,16,10,1,1,160.00
Sunrisers Hyderabad vs Delhi Capitals,Delhi Capitals,1,David Warner (c),b Kumar,0,2,0,0,0.00
Sunrisers Hyderabad vs Delhi Capitals,Delhi Capitals,2,Phil Salt †,c & b Markande,59,35,9,0,168.57
Sunrisers Hyderabad vs Delhi Capitals,Delhi Capitals,3,Mitchell Marsh,c Markram b Hosein,63,39,1,6,161.53
Sunrisers Hyderabad vs Delhi Capitals,Delhi Capitals,4,Manish Pandey,st †Klaasen b Abhishek Sharma,1,3,0,0,33.33
Sunrisers Hyderabad vs Delhi Capitals,Delhi Capitals,5,Priyam Garg,b Markande,12,9,1,0,133.33
Sunrisers Hyderabad vs Delhi Capitals,Delhi Capitals,6,Sarfaraz Khan,b Natarajan,9,10,1,0,90.00
Sunrisers Hyderabad vs Delhi Capitals,Delhi Capitals,7,Axar Patel,not out,29,14,1,2,207.14
Sunrisers Hyderabad vs Delhi Capitals,Delhi Capitals,8,Ripal Patel,not out,11,8,1,0,137.50
Chennai Super Kings vs Punjab Kings,Chennai Super Kings,1,Ruturaj Gaikwad,st †Sharma b Sikandar Raza,37,31,4,1,119.35
Chennai Super Kings vs Punjab Kings,Chennai Super Kings,2,Devon Conway,not out,92,52,16,1,176.92
Chennai Super Kings vs Punjab Kings,Chennai Super Kings,3,Shivam Dube,c Shahrukh Khan b Arshdeep Singh,28,17,1,2,164.70
Chennai Super Kings vs Punjab Kings,Chennai Super Kings,4,Moeen Ali,st †Sharma b Chahar,10,6,2,0,166.66
Chennai Super Kings vs Punjab Kings,Chennai Super Kings,5,Ravindra Jadeja,c Livingstone b Curran,12,10,0,0,120.00
Chennai Super Kings vs Punjab Kings,Chennai Super Kings,6,MS Dhoni (c)†,not out,13,4,0,2,325.00
Chennai Super Kings vs Punjab Kings,Punjab Kings,1,Prabhsimran Singh,st †Dhoni b Jadeja,42,24,4,2,175.00
Chennai Super Kings vs Punjab Kings,Punjab Kings,2,Shikhar Dhawan (c),c Pathirana b Deshpande,28,15,4,1,186.66
Chennai Super Kings vs Punjab Kings,Punjab Kings,3,Atharva Taide,c & b Jadeja,13,17,0,0,76.47
Chennai Super Kings vs Punjab Kings,Punjab Kings,4,Liam Livingstone,c Gaikwad b Deshpande,40,24,1,4,166.66
Chennai Super Kings vs Punjab Kings,Punjab Kings,5,Sam Curran,b Pathirana,29,20,1,1,145.00
Chennai Super Kings vs Punjab Kings,Punjab Kings,6,Jitesh Sharma †,c sub (SK Rasheed) b Deshpande,21,10,2,1,210.00
Chennai Super Kings vs Punjab Kings,Punjab Kings,7,M Shahrukh Khan,not out,2,3,0,0,66.66
Chennai Super Kings vs Punjab Kings,Punjab Kings,8,Sikandar Raza,not out,13,7,1,0,185.71
Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,1,Yashasvi Jaiswal,c & b Arshad Khan,124,62,16,8,200.00
Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,2,Jos Buttler,c sub (Ramandeep Singh) b Chawla,18,19,2,1,94.73
Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,3,Sanju Samson (c)†,c Tilak Varma b Arshad Khan,14,10,1,1,140.00
Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,4,Devdutt Padikkal,b Chawla,2,4,0,0,50.00
Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,5,Jason Holder,c David b Archer,11,9,0,1,122.22
Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,6,Shimron Hetmyer,c Yadav b Arshad Khan,8,9,0,1,88.88
Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,7,Dhruv Jurel,c Tilak Varma b Meredith,2,3,0,0,66.66
Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,8,Ravichandran Ashwin,not out,8,5,1,0,160.00
Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,9,Trent Boult,not out,0,0,0,0,-
Rajasthan Royals vs Mumbai Indians,Mumbai Indians,1,Rohit Sharma (c),b Sandeep Sharma,3,5,0,0,60.00
Rajasthan Royals vs Mumbai Indians,Mumbai Indians,2,Ishan Kishan †,c Boult b Ashwin,28,23,4,0,121.73
Rajasthan Royals vs Mumbai Indians,Mumbai Indians,3,Cameron Green,c Boult b Ashwin,44,26,4,2,169.23
Rajasthan Royals vs Mumbai Indians,Mumbai Indians,4,Suryakumar Yadav,c Sandeep Sharma b Boult,55,29,8,2,189.65
Rajasthan Royals vs Mumbai Indians,Mumbai Indians,5,Tilak Varma,not out,29,21,3,1,138.09
Rajasthan Royals vs Mumbai Indians,Mumbai Indians,6,Tim David,not out,45,14,2,5,321.42
Royal Challengers Bangalore vs Lucknow Super Giants,Royal Challengers Bangalore,1,Virat Kohli,st †Pooran b Ravi Bishnoi,31,30,3,0,103.33
Royal Challengers Bangalore vs Lucknow Super Giants,Royal Challengers Bangalore,2,Faf du Plessis (c),c Pandya b Mishra,44,40,1,1,110.00
Royal Challengers Bangalore vs Lucknow Super Giants,Royal Challengers Bangalore,3,Anuj Rawat,c Mayers b Gowtham,9,11,0,0,81.81
Royal Challengers Bangalore vs Lucknow Super Giants,Royal Challengers Bangalore,4,Glenn Maxwell,lbw b Ravi Bishnoi,4,5,0,0,80.00
Royal Challengers Bangalore vs Lucknow Super Giants,Royal Challengers Bangalore,5,Suyash Prabhudessai,c Gowtham b Mishra,6,7,0,0,85.71
Royal Challengers Bangalore vs Lucknow Super Giants,Royal Challengers Bangalore,6,Dinesh Karthik †,run out (Yash Thakur),16,11,1,1,145.45
Royal Challengers Bangalore vs Lucknow Super Giants,Royal Challengers Bangalore,7,Mahipal Lomror,lbw b Naveen-ul-Haq,3,4,0,0,75.00
Royal Challengers Bangalore vs Lucknow Super Giants,Royal Challengers Bangalore,8,Wanindu Hasaranga,not out,8,7,1,0,114.28
Royal Challengers Bangalore vs Lucknow Super Giants,Royal Challengers Bangalore,9,Karn Sharma,c Gowtham b Naveen-ul-Haq,2,2,0,0,100.00
Royal Challengers Bangalore vs Lucknow Super Giants,Royal Challengers Bangalore,10,Mohammed Siraj,c †Pooran b Naveen-ul-Haq,0,1,0,0,0.00
Royal Challengers Bangalore vs Lucknow Super Giants,Royal Challengers Bangalore,11,Josh Hazlewood,not out,1,2,0,0,50.00
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,1,Kyle Mayers,c Anuj Rawat b Mohammed Siraj,0,2,0,0,0.00
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,2,Ayush Badoni,c Kohli b Hazlewood,4,11,0,0,36.36
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,3,Krunal Pandya,c Kohli b Maxwell,14,11,3,0,127.27
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,4,Deepak Hooda,st †Karthik b de Silva,1,2,0,0,50.00
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,5,Marcus Stoinis,c Prabhudessai b Sharma,13,19,0,1,68.42
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,6,Nicholas Pooran †,c Lomror b Sharma,9,7,0,1,128.57
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,7,Krishnappa Gowtham,run out (sub [R Sonu Yadav]/†Karthik),23,13,1,2,176.92
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,8,Ravi Bishnoi,run out (Patel/†Karthik),5,10,0,0,50.00
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,9,Amit Mishra,c †Karthik b Patel,19,30,2,0,63.33
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,10,Naveen-ul-Haq,c †Karthik b Hazlewood,13,13,2,0,100.00
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,11,KL Rahul (c),not out,0,3,0,0,0.00
Delhi Capitals vs Gujarat Titans,Delhi Capitals,1,Phil Salt †,c Miller b Mohammed Shami,0,1,0,0,0.00
Delhi Capitals vs Gujarat Titans,Delhi Capitals,2,David Warner (c),run out (Rashid Khan),2,2,0,0,100.00
Delhi Capitals vs Gujarat Titans,Delhi Capitals,3,Priyam Garg,c †Saha b Mohammed Shami,10,14,0,0,71.42
Delhi Capitals vs Gujarat Titans,Delhi Capitals,4,Rilee Rossouw,c †Saha b Mohammed Shami,8,6,2,0,133.33
Delhi Capitals vs Gujarat Titans,Delhi Capitals,5,Manish Pandey,c †Saha b Mohammed Shami,1,4,0,0,25.00
Delhi Capitals vs Gujarat Titans,Delhi Capitals,6,Axar Patel,c Rashid Khan b Sharma,27,30,2,1,90.00
Delhi Capitals vs Gujarat Titans,Delhi Capitals,7,Aman Hakim Khan,c Manohar b Rashid Khan,51,44,3,3,115.90
Delhi Capitals vs Gujarat Titans,Delhi Capitals,8,Ripal Patel,c Pandya b Sharma,23,13,2,1,176.92
Delhi Capitals vs Gujarat Titans,Delhi Capitals,9,Anrich Nortje,not out,3,6,0,0,50.00
Delhi Capitals vs Gujarat Titans,Delhi Capitals,10,Kuldeep Yadav,not out,0,1,0,0,0.00
Delhi Capitals vs Gujarat Titans,Gujarat Titans,1,Wriddhiman Saha †,c †Salt b Ahmed,0,6,0,0,0.00
Delhi Capitals vs Gujarat Titans,Gujarat Titans,2,Shubman Gill,c Pandey b Nortje,6,7,1,0,85.71
Delhi Capitals vs Gujarat Titans,Gujarat Titans,3,Hardik Pandya (c),not out,59,53,7,0,111.32
Delhi Capitals vs Gujarat Titans,Gujarat Titans,4,Vijay Shankar,b Sharma,6,9,1,0,66.66
Delhi Capitals vs Gujarat Titans,Gujarat Titans,5,David Miller,b Kuldeep Yadav,0,3,0,0,0.00
Delhi Capitals vs Gujarat Titans,Gujarat Titans,6,Abhinav Manohar,c Aman Hakim Khan b Ahmed,26,33,0,1,78.78
Delhi Capitals vs Gujarat Titans,Gujarat Titans,7,Rahul Tewatia,c Rossouw b Sharma,20,7,0,3,285.71
Delhi Capitals vs Gujarat Titans,Gujarat Titans,8,Rashid Khan,not out,3,2,0,0,150.00
Punjab Kings vs Mumbai Indians,Punjab Kings,1,Prabhsimran Singh,c †Ishan Kishan b Arshad Khan,9,7,1,0,128.57
Punjab Kings vs Mumbai Indians,Punjab Kings,2,Shikhar Dhawan (c),st †Ishan Kishan b Chawla,30,20,5,0,150.00
Punjab Kings vs Mumbai Indians,Punjab Kings,3,Matthew Short,b Chawla,27,26,2,1,103.84
Punjab Kings vs Mumbai Indians,Punjab Kings,4,Liam Livingstone,not out,82,42,7,4,195.23
Punjab Kings vs Mumbai Indians,Punjab Kings,5,Jitesh Sharma †,not out,49,27,5,2,181.48
Punjab Kings vs Mumbai Indians,Mumbai Indians,1,Rohit Sharma (c),c Short b R Dhawan,0,3,0,0,0.00
Punjab Kings vs Mumbai Indians,Mumbai Indians,2,Ishan Kishan †,c R Dhawan b Arshdeep Singh,75,41,7,4,182.92
Punjab Kings vs Mumbai Indians,Mumbai Indians,3,Cameron Green,c Chahar b Ellis,23,18,4,0,127.77
Punjab Kings vs Mumbai Indians,Mumbai Indians,4,Suryakumar Yadav,c Arshdeep Singh b Ellis,66,31,8,2,212.90
Punjab Kings vs Mumbai Indians,Mumbai Indians,5,Tim David,not out,19,10,3,0,190.00
Punjab Kings vs Mumbai Indians,Mumbai Indians,6,Tilak Varma,not out,26,10,1,3,260.00
Kolkata Knight Riders vs Sunrisers Hyderabad,Kolkata Knight Riders,1,Jason Roy,c Agarwal b Kartik Tyagi,20,19,4,0,105.26
Kolkata Knight Riders vs Sunrisers Hyderabad,Kolkata Knight Riders,2,Rahmanullah Gurbaz †,c Brook b Jansen,0,1,0,0,0.00
Kolkata Knight Riders vs Sunrisers Hyderabad,Kolkata Knight Riders,3,Venkatesh Iyer,c †Klaasen b Jansen,7,4,1,0,175.00
Kolkata Knight Riders vs Sunrisers Hyderabad,Kolkata Knight Riders,4,Nitish Rana (c),c & b Markram,42,31,3,3,135.48
Kolkata Knight Riders vs Sunrisers Hyderabad,Kolkata Knight Riders,5,Rinku Singh,c Abdul Samad b Natarajan,46,35,4,1,131.42
Kolkata Knight Riders vs Sunrisers Hyderabad,Kolkata Knight Riders,6,Andre Russell,c Natarajan b Markande,24,15,1,2,160.00
Kolkata Knight Riders vs Sunrisers Hyderabad,Kolkata Knight Riders,7,Sunil Narine,c Agarwal b Kumar,1,2,0,0,50.00
Kolkata Knight Riders vs Sunrisers Hyderabad,Kolkata Knight Riders,8,Shardul Thakur,c Abdul Samad b Natarajan,8,6,1,0,133.33
Kolkata Knight Riders vs Sunrisers Hyderabad,Kolkata Knight Riders,9,Anukul Roy,not out,13,7,2,0,185.71
Kolkata Knight Riders vs Sunrisers Hyderabad,Kolkata Knight Riders,10,Harshit Rana,run out (†Klaasen/Natarajan),0,1,0,0,0.00
Kolkata Knight Riders vs Sunrisers Hyderabad,Kolkata Knight Riders,11,Vaibhav Arora,not out,2,1,0,0,200.00
Kolkata Knight Riders vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Abhishek Sharma,c Russell b Thakur,9,10,1,0,90.00
Kolkata Knight Riders vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Mayank Agarwal,c †Rahmanullah Gurbaz b Harshit Rana,18,11,2,1,163.63
Kolkata Knight Riders vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,Rahul Tripathi,c Arora b Russell,20,9,3,1,222.22
Kolkata Knight Riders vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,Aiden Markram (c),c Singh b Arora,41,40,4,0,102.50
Kolkata Knight Riders vs Sunrisers Hyderabad,Sunrisers Hyderabad,5,Harry Brook,lbw b AS Roy,0,4,0,0,0.00
Kolkata Knight Riders vs Sunrisers Hyderabad,Sunrisers Hyderabad,6,Heinrich Klaasen †,c Russell b Thakur,36,20,1,3,180.00
Kolkata Knight Riders vs Sunrisers Hyderabad,Sunrisers Hyderabad,7,Abdul Samad,c AS Roy b Varun,21,18,3,0,116.66
Kolkata Knight Riders vs Sunrisers Hyderabad,Sunrisers Hyderabad,8,Marco Jansen,c †Rahmanullah Gurbaz b Arora,1,4,0,0,25.00
Kolkata Knight Riders vs Sunrisers Hyderabad,Sunrisers Hyderabad,9,Bhuvneshwar Kumar,not out,5,5,1,0,100.00
Kolkata Knight Riders vs Sunrisers Hyderabad,Sunrisers Hyderabad,10,Mayank Markande,not out,1,2,0,0,50.00
Rajasthan Royals vs Gujarat Titans,Rajasthan Royals,1,Yashasvi Jaiswal,run out (Sharma/Rashid Khan),14,11,1,1,127.27
Rajasthan Royals vs Gujarat Titans,Rajasthan Royals,2,Jos Buttler,c Sharma b Pandya,8,6,2,0,133.33
Rajasthan Royals vs Gujarat Titans,Rajasthan Royals,3,Sanju Samson (c)†,c Pandya b Little,30,20,3,1,150.00
Rajasthan Royals vs Gujarat Titans,Rajasthan Royals,4,Devdutt Padikkal,b Noor Ahmad,12,12,1,0,100.00
Rajasthan Royals vs Gujarat Titans,Rajasthan Royals,5,Ravichandran Ashwin,b Rashid Khan,2,6,0,0,33.33
Rajasthan Royals vs Gujarat Titans,Rajasthan Royals,6,Riyan Parag,lbw b Rashid Khan,4,6,0,0,66.66
Rajasthan Royals vs Gujarat Titans,Rajasthan Royals,7,Shimron Hetmyer,lbw b Rashid Khan,7,13,0,0,53.84
Rajasthan Royals vs Gujarat Titans,Rajasthan Royals,8,Dhruv Jurel,lbw b Noor Ahmad,9,8,1,0,112.50
Rajasthan Royals vs Gujarat Titans,Rajasthan Royals,9,Trent Boult,b Mohammed Shami,15,11,1,1,136.36
Rajasthan Royals vs Gujarat Titans,Rajasthan Royals,10,Adam Zampa,run out (Manohar),7,9,0,0,77.77
Rajasthan Royals vs Gujarat Titans,Rajasthan Royals,11,Sandeep Sharma,not out,2,5,0,0,40.00
Rajasthan Royals vs Gujarat Titans,Gujarat Titans,1,Wriddhiman Saha †,not out,41,34,5,0,120.58
Rajasthan Royals vs Gujarat Titans,Gujarat Titans,2,Shubman Gill,st †Samson b Chahal,36,35,6,0,102.85
Rajasthan Royals vs Gujarat Titans,Gujarat Titans,3,Hardik Pandya (c),not out,39,15,3,3,260.00
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,1,Cameron Green,b Deshpande,6,4,1,0,150.00
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,2,Ishan Kishan †,c Theekshana b Chahar,7,9,1,0,77.77
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,3,Rohit Sharma (c),c Jadeja b Chahar,0,3,0,0,0.00
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,4,Nehal Wadhera,b Pathirana,64,51,8,1,125.49
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,5,Suryakumar Yadav,b Jadeja,26,22,3,0,118.18
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,6,Tristan Stubbs,c Jadeja b Pathirana,20,21,2,0,95.23
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,7,Tim David,c Gaikwad b Deshpande,2,4,0,0,50.00
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,8,Arshad Khan,c Gaikwad b Pathirana,1,2,0,0,50.00
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,9,Jofra Archer,not out,3,2,0,0,150.00
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,10,Piyush Chawla,not out,2,2,0,0,100.00
Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,1,Ruturaj Gaikwad,c †Ishan Kishan b Chawla,30,16,4,2,187.50
Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,2,Devon Conway,lbw b Madhwal,44,42,4,0,104.76
Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,3,Ajinkya Rahane,lbw b Chawla,21,17,1,1,123.52
Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,4,Ambati Rayudu,c Goyal b Stubbs,12,11,0,1,109.09
Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,5,Shivam Dube,not out,26,18,0,3,144.44
Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,6,MS Dhoni (c)†,not out,2,3,0,0,66.66
Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,1,Virat Kohli,c Ahmed b Mukesh Kumar,55,46,5,0,119.56
Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,2,Faf du Plessis (c),c AR Patel b Marsh,45,32,5,1,140.62
Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,3,Glenn Maxwell,c †Salt b Marsh,0,1,0,0,0.00
Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,4,Mahipal Lomror,not out,54,29,6,3,186.20
Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,5,Dinesh Karthik †,c Warner b Ahmed,11,9,0,1,122.22
Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,6,Anuj Rawat,not out,8,3,0,1,266.66
Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,1,David Warner (c),c du Plessis b Hazlewood,22,14,3,1,157.14
Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,2,Phil Salt †,b Sharma,87,45,8,6,193.33
Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,3,Mitchell Marsh,c Lomror b Patel,26,17,3,1,152.94
Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,4,Rilee Rossouw,not out,35,22,1,3,159.09
Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,5,Axar Patel,not out,8,3,0,1,266.66
Gujarat Titans vs Lucknow Super Giants,Gujarat Titans,1,Wriddhiman Saha †,c sub (PN Mankad) b Avesh Khan,81,43,10,4,188.37
Gujarat Titans vs Lucknow Super Giants,Gujarat Titans,2,Shubman Gill,not out,94,51,2,7,184.31
Gujarat Titans vs Lucknow Super Giants,Gujarat Titans,3,Hardik Pandya (c),c Pandya b Mohsin Khan,25,15,1,2,166.66
Gujarat Titans vs Lucknow Super Giants,Gujarat Titans,4,David Miller,not out,21,12,2,1,175.00
Gujarat Titans vs Lucknow Super Giants,Lucknow Super Giants,1,Kyle Mayers,c Rashid Khan b Sharma,48,32,7,2,150.00
Gujarat Titans vs Lucknow Super Giants,Lucknow Super Giants,2,Quinton de Kock †,b Rashid Khan,70,41,7,3,170.73
Gujarat Titans vs Lucknow Super Giants,Lucknow Super Giants,3,Deepak Hooda,c Tewatia b Mohammed Shami,11,11,0,0,100.00
Gujarat Titans vs Lucknow Super Giants,Lucknow Super Giants,4,Marcus Stoinis,c Mohammed Shami b Sharma,4,9,0,0,44.44
Gujarat Titans vs Lucknow Super Giants,Lucknow Super Giants,5,Nicholas Pooran,c Mohammed Shami b Noor Ahmad,3,6,0,0,50.00
Gujarat Titans vs Lucknow Super Giants,Lucknow Super Giants,6,Ayush Badoni,c Noor Ahmad b Sharma,21,11,1,2,190.90
Gujarat Titans vs Lucknow Super Giants,Lucknow Super Giants,7,Swapnil Singh,not out,2,4,0,0,50.00
Gujarat Titans vs Lucknow Super Giants,Lucknow Super Giants,8,Krunal Pandya (c),c Miller b Sharma,0,1,0,0,0.00
Gujarat Titans vs Lucknow Super Giants,Lucknow Super Giants,9,Ravi Bishnoi,not out,4,5,1,0,80.00
Rajasthan Royals vs Sunrisers Hyderabad,Rajasthan Royals,1,Yashasvi Jaiswal,c Natarajan b Jansen,35,18,5,2,194.44
Rajasthan Royals vs Sunrisers Hyderabad,Rajasthan Royals,2,Jos Buttler,lbw b Kumar,95,59,10,4,161.01
Rajasthan Royals vs Sunrisers Hyderabad,Rajasthan Royals,3,Sanju Samson (c)†,not out,66,38,4,5,173.68
Rajasthan Royals vs Sunrisers Hyderabad,Rajasthan Royals,4,Shimron Hetmyer,not out,7,5,0,0,140.00
Rajasthan Royals vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Anmolpreet Singh,c Hetmyer b Chahal,33,25,4,1,132.00
Rajasthan Royals vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Abhishek Sharma,c Chahal b R Ashwin,55,34,5,2,161.76
Rajasthan Royals vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,Rahul Tripathi,c Jaiswal b Chahal,47,29,2,3,162.06
Rajasthan Royals vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,Heinrich Klaasen †,c Buttler b Chahal,26,12,2,2,216.66
Rajasthan Royals vs Sunrisers Hyderabad,Sunrisers Hyderabad,5,Aiden Markram (c),lbw b Chahal,6,5,1,0,120.00
Rajasthan Royals vs Sunrisers Hyderabad,Sunrisers Hyderabad,6,Glenn Phillips,c Hetmyer b Yadav,25,7,1,3,357.14
Rajasthan Royals vs Sunrisers Hyderabad,Sunrisers Hyderabad,7,Abdul Samad,not out,17,7,0,2,242.85
Rajasthan Royals vs Sunrisers Hyderabad,Sunrisers Hyderabad,8,Marco Jansen,not out,3,2,0,0,150.00
Punjab Kings vs Kolkata Knight Riders,Punjab Kings,1,Prabhsimran Singh,c †Rahmanullah Gurbaz b Harshit Rana,12,8,3,0,150.00
Punjab Kings vs Kolkata Knight Riders,Punjab Kings,2,Shikhar Dhawan (c),c Arora b Rana,57,47,9,1,121.27
Punjab Kings vs Kolkata Knight Riders,Punjab Kings,3,Bhanuka Rajapaksa,c †Rahmanullah Gurbaz b Harshit Rana,0,3,0,0,0.00
Punjab Kings vs Kolkata Knight Riders,Punjab Kings,4,Liam Livingstone,lbw b Varun,15,9,3,0,166.66
Punjab Kings vs Kolkata Knight Riders,Punjab Kings,5,Jitesh Sharma †,c †Rahmanullah Gurbaz b Varun,21,18,0,2,116.66
Punjab Kings vs Kolkata Knight Riders,Punjab Kings,6,Sam Curran,c †Rahmanullah Gurbaz b Suyash Sharma,4,9,0,0,44.44
Punjab Kings vs Kolkata Knight Riders,Punjab Kings,7,Rishi Dhawan,b Varun,19,11,1,1,172.72
Punjab Kings vs Kolkata Knight Riders,Punjab Kings,8,M Shahrukh Khan,not out,21,8,3,1,262.50
Punjab Kings vs Kolkata Knight Riders,Punjab Kings,9,Harpreet Brar,not out,17,9,2,1,188.88
Punjab Kings vs Kolkata Knight Riders,Kolkata Knight Riders,1,Jason Roy,c Shahrukh Khan b Harpreet Brar,38,24,8,0,158.33
Punjab Kings vs Kolkata Knight Riders,Kolkata Knight Riders,2,Rahmanullah Gurbaz †,lbw b Ellis,15,12,1,1,125.00
Punjab Kings vs Kolkata Knight Riders,Kolkata Knight Riders,3,Nitish Rana (c),c Livingstone b Chahar,51,38,6,1,134.21
